Магазин,Хліб,Календар,Кількість,Сума
ЧЕРЕМШИНА,СІРИЙ,2025-04-30,21.0,672
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-04-30,7.0,315
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-04-30,8.0,440
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-04-30,8.0,384
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,19.0,1140
ЧЕРЕМШИНА,КЕРПІЧИК,2025-04-30,12.0,336
ЧЕРЕМШИНА,З ТРАВАМИ,2025-04-30,17.0,884
ПІДГОРЯНО,БІЛИЙ,2025-04-30,24.0,720
ПІДГОРЯНО,СІРИЙ,2025-04-30,22.0,704
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-04-30,8.0,360
ПІДГОРЯНО,ТОСТОВИЙ,2025-04-30,15.0,825
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-04-30,7.0,336
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,15.0,900
ПІДГОРЯНО,КЕРПІЧИК,2025-04-30,16.0,448
ПІДГОРЯНО,З ТРАВАМИ,2025-04-30,6.0,312
ЄВРАЗІЯ,БІЛИЙ,2025-04-30,24.0,720
ЄВРАЗІЯ,СІРИЙ,2025-04-30,23.0,736
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-04-30,23.0,1035
ЄВРАЗІЯ,ТОСТОВИЙ,2025-04-30,14.0,770
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-04-30,16.0,768
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,8.0,480
ЄВРАЗІЯ,КЕРПІЧИК,2025-04-30,10.0,280
ЄВРАЗІЯ,З ТРАВАМИ,2025-04-30,5.0,260
РОСВИГОВО,БІЛИЙ,2025-04-30,16.0,480
РОСВИГОВО,СІРИЙ,2025-04-30,6.0,192
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-04-30,21.0,945
РОСВИГОВО,ТОСТОВИЙ,2025-04-30,19.0,1045
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-04-30,12.0,576
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,18.0,1080
РОСВИГОВО,КЕРПІЧИК,2025-04-30,14.0,392
РОСВИГОВО,З ТРАВАМИ,2025-04-30,12.0,624
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-04-30,23.0,690
ЯВОРНИЦЬКОГО,СІРИЙ,2025-04-30,10.0,320
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-04-30,12.0,540
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-04-30,5.0,275
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-04-30,5.0,240
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,14.0,840
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-04-30,6.0,168
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-04-30,19.0,988
ПРОГРЕС,БІЛИЙ,2025-04-30,16.0,480
ПРОГРЕС,СІРИЙ,2025-04-30,15.0,480
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-04-30,22.0,990
ПРОГРЕС,ТОСТОВИЙ,2025-04-30,11.0,605
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-04-30,22.0,1056
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,8.0,480
ПРОГРЕС,КЕРПІЧИК,2025-04-30,11.0,308
ПРОГРЕС,З ТРАВАМИ,2025-04-30,7.0,364
ФРАНКА,БІЛИЙ,2025-04-30,17.0,510
ФРАНКА,СІРИЙ,2025-04-30,8.0,256
ФРАНКА,БОРОДІНСЬКИЙ,2025-04-30,24.0,1080
ФРАНКА,ТОСТОВИЙ,2025-04-30,7.0,385
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-04-30,14.0,672
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,9.0,540
ФРАНКА,КЕРПІЧИК,2025-04-30,23.0,644
ФРАНКА,З ТРАВАМИ,2025-04-30,22.0,1144
ЦЕНТРАЛ,БІЛИЙ,2025-04-30,24.0,720
ЦЕНТРАЛ,СІРИЙ,2025-04-30,7.0,224
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-04-30,20.0,900
ЦЕНТРАЛ,ТОСТОВИЙ,2025-04-30,23.0,1265
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-04-30,9.0,432
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,8.0,480
ЦЕНТРАЛ,КЕРПІЧИК,2025-04-30,14.0,392
ЦЕНТРАЛ,З ТРАВАМИ,2025-04-30,21.0,1092
ДРУЖБА,БІЛИЙ,2025-04-30,17.0,510
ДРУЖБА,СІРИЙ,2025-04-30,13.0,416
ДРУЖБА,БОРОДІНСЬКИЙ,2025-04-30,17.0,765
ДРУЖБА,ТОСТОВИЙ,2025-04-30,14.0,770
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-04-30,22.0,1056
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-04-30,16.0,960
ДРУЖБА,КЕРПІЧИК,2025-04-30,14.0,392
ДРУЖБА,З ТРАВАМИ,2025-04-30,14.0,728
АВТОСТАНЦІЯ,БІЛИЙ,2025-05-01,10.0,300
АВТОСТАНЦІЯ,СІРИЙ,2025-05-01,12.0,384
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-05-01,19.0,855
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-05-01,8.0,440
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-05-01,17.0,816
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,10.0,600
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-05-01,21.0,588
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-05-01,22.0,1144
ГРІНВІЧ,БІЛИЙ,2025-05-01,5.0,150
ГРІНВІЧ,СІРИЙ,2025-05-01,23.0,736
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-05-01,23.0,1035
ГРІНВІЧ,ТОСТОВИЙ,2025-05-01,16.0,880
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-05-01,19.0,912
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,5.0,300
ГРІНВІЧ,КЕРПІЧИК,2025-05-01,16.0,448
ГРІНВІЧ,З ТРАВАМИ,2025-05-01,23.0,1196
ПАЛАНОК,БІЛИЙ,2025-05-01,11.0,330
ПАЛАНОК,СІРИЙ,2025-05-01,24.0,768
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-05-01,10.0,450
ПАЛАНОК,ТОСТОВИЙ,2025-05-01,5.0,275
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-05-01,21.0,1008
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,16.0,960
ПАЛАНОК,КЕРПІЧИК,2025-05-01,21.0,588
ПАЛАНОК,З ТРАВАМИ,2025-05-01,19.0,988
ЧЕРЕМШИНА,БІЛИЙ,2025-05-01,17.0,510
ЧЕРЕМШИНА,СІРИЙ,2025-05-01,20.0,640
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-05-01,18.0,810
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-05-01,6.0,330
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-05-01,5.0,240
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,18.0,1080
ЧЕРЕМШИНА,КЕРПІЧИК,2025-05-01,11.0,308
ЧЕРЕМШИНА,З ТРАВАМИ,2025-05-01,7.0,364
ПІДГОРЯНО,БІЛИЙ,2025-05-01,10.0,300
ПІДГОРЯНО,СІРИЙ,2025-05-01,16.0,512
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-05-01,14.0,630
ПІДГОРЯНО,ТОСТОВИЙ,2025-05-01,22.0,1210
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-05-01,19.0,912
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,23.0,1380
ПІДГОРЯНО,КЕРПІЧИК,2025-05-01,21.0,588
ПІДГОРЯНО,З ТРАВАМИ,2025-05-01,13.0,676
ЄВРАЗІЯ,БІЛИЙ,2025-05-01,7.0,210
ЄВРАЗІЯ,СІРИЙ,2025-05-01,23.0,736
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-05-01,15.0,675
ЄВРАЗІЯ,ТОСТОВИЙ,2025-05-01,22.0,1210
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-05-01,9.0,432
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,6.0,360
ЄВРАЗІЯ,КЕРПІЧИК,2025-05-01,22.0,616
ЄВРАЗІЯ,З ТРАВАМИ,2025-05-01,21.0,1092
РОСВИГОВО,БІЛИЙ,2025-05-01,18.0,540
РОСВИГОВО,СІРИЙ,2025-05-01,24.0,768
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-05-01,14.0,630
РОСВИГОВО,ТОСТОВИЙ,2025-05-01,22.0,1210
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-05-01,13.0,624
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,24.0,1440
РОСВИГОВО,КЕРПІЧИК,2025-05-01,11.0,308
РОСВИГОВО,З ТРАВАМИ,2025-05-01,17.0,884
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-05-01,11.0,330
ЯВОРНИЦЬКОГО,СІРИЙ,2025-05-01,18.0,576
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-05-01,15.0,675
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-05-01,12.0,660
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-05-01,15.0,720
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,17.0,1020
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-05-01,12.0,336
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-05-01,19.0,988
ПРОГРЕС,БІЛИЙ,2025-05-01,19.0,570
ПРОГРЕС,СІРИЙ,2025-05-01,15.0,480
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-05-01,9.0,405
ПРОГРЕС,ТОСТОВИЙ,2025-05-01,10.0,550
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-05-01,8.0,384
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,17.0,1020
ПРОГРЕС,КЕРПІЧИК,2025-05-01,9.0,252
ПРОГРЕС,З ТРАВАМИ,2025-05-01,13.0,676
ФРАНКА,БІЛИЙ,2025-05-01,20.0,600
ФРАНКА,СІРИЙ,2025-05-01,12.0,384
ФРАНКА,БОРОДІНСЬКИЙ,2025-05-01,14.0,630
ФРАНКА,ТОСТОВИЙ,2025-05-01,19.0,1045
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-05-01,21.0,1008
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,19.0,1140
ФРАНКА,КЕРПІЧИК,2025-05-01,18.0,504
ФРАНКА,З ТРАВАМИ,2025-05-01,17.0,884
ЦЕНТРАЛ,БІЛИЙ,2025-05-01,15.0,450
ЦЕНТРАЛ,СІРИЙ,2025-05-01,23.0,736
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-05-01,22.0,990
ЦЕНТРАЛ,ТОСТОВИЙ,2025-05-01,19.0,1045
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-05-01,12.0,576
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,13.0,780
ЦЕНТРАЛ,КЕРПІЧИК,2025-05-01,15.0,420
ЦЕНТРАЛ,З ТРАВАМИ,2025-05-01,21.0,1092
ДРУЖБА,БІЛИЙ,2025-05-01,12.0,360
ДРУЖБА,СІРИЙ,2025-05-01,5.0,160
ДРУЖБА,БОРОДІНСЬКИЙ,2025-05-01,9.0,405
ДРУЖБА,ТОСТОВИЙ,2025-05-01,15.0,825
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-05-01,14.0,672
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-01,16.0,960
ДРУЖБА,КЕРПІЧИК,2025-05-01,24.0,672
ДРУЖБА,З ТРАВАМИ,2025-05-01,22.0,1144
АВТОСТАНЦІЯ,БІЛИЙ,2025-05-02,20.0,600
АВТОСТАНЦІЯ,СІРИЙ,2025-05-02,18.0,576
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-05-02,15.0,675
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-05-02,16.0,880
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-05-02,8.0,384
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,8.0,480
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-05-02,24.0,672
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-05-02,15.0,780
ГРІНВІЧ,БІЛИЙ,2025-05-02,9.0,270
ГРІНВІЧ,СІРИЙ,2025-05-02,19.0,608
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-05-02,23.0,1035
ГРІНВІЧ,ТОСТОВИЙ,2025-05-02,9.0,495
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-05-02,22.0,1056
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,18.0,1080
ГРІНВІЧ,КЕРПІЧИК,2025-05-02,17.0,476
ГРІНВІЧ,З ТРАВАМИ,2025-05-02,6.0,312
ПАЛАНОК,БІЛИЙ,2025-05-02,8.0,240
ПАЛАНОК,СІРИЙ,2025-05-02,23.0,736
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-05-02,20.0,900
ПАЛАНОК,ТОСТОВИЙ,2025-05-02,8.0,440
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-05-02,13.0,624
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,24.0,1440
ПАЛАНОК,КЕРПІЧИК,2025-05-02,24.0,672
ПАЛАНОК,З ТРАВАМИ,2025-05-02,18.0,936
ЧЕРЕМШИНА,БІЛИЙ,2025-05-02,17.0,510
ЧЕРЕМШИНА,СІРИЙ,2025-05-02,19.0,608
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-05-02,20.0,900
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-05-02,14.0,770
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-05-02,24.0,1152
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,23.0,1380
ЧЕРЕМШИНА,КЕРПІЧИК,2025-05-02,11.0,308
ЧЕРЕМШИНА,З ТРАВАМИ,2025-05-02,14.0,728
ПІДГОРЯНО,БІЛИЙ,2025-05-02,23.0,690
ПІДГОРЯНО,СІРИЙ,2025-05-02,18.0,576
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-05-02,14.0,630
ПІДГОРЯНО,ТОСТОВИЙ,2025-05-02,10.0,550
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-05-02,6.0,288
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,21.0,1260
ПІДГОРЯНО,КЕРПІЧИК,2025-05-02,10.0,280
ПІДГОРЯНО,З ТРАВАМИ,2025-05-02,12.0,624
ЄВРАЗІЯ,БІЛИЙ,2025-05-02,,0
ЄВРАЗІЯ,СІРИЙ,2025-05-02,7.0,224
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-05-02,24.0,1080
ЄВРАЗІЯ,ТОСТОВИЙ,2025-05-02,24.0,1320
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-05-02,18.0,864
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,15.0,900
ЄВРАЗІЯ,КЕРПІЧИК,2025-05-02,14.0,392
ЄВРАЗІЯ,З ТРАВАМИ,2025-05-02,17.0,884
РОСВИГОВО,БІЛИЙ,2025-05-02,9.0,270
РОСВИГОВО,СІРИЙ,2025-05-02,10.0,320
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-05-02,7.0,315
РОСВИГОВО,ТОСТОВИЙ,2025-05-02,18.0,990
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-05-02,8.0,384
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,8.0,480
РОСВИГОВО,КЕРПІЧИК,2025-05-02,16.0,448
РОСВИГОВО,З ТРАВАМИ,2025-05-02,19.0,988
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-05-02,24.0,720
ЯВОРНИЦЬКОГО,СІРИЙ,2025-05-02,7.0,224
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-05-02,19.0,855
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-05-02,6.0,330
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-05-02,21.0,1008
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,11.0,660
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-05-02,14.0,392
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-05-02,21.0,1092
ПРОГРЕС,БІЛИЙ,2025-05-02,7.0,210
ПРОГРЕС,СІРИЙ,2025-05-02,11.0,352
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-05-02,9.0,405
ПРОГРЕС,ТОСТОВИЙ,2025-05-02,12.0,660
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-05-02,13.0,624
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,11.0,660
ПРОГРЕС,КЕРПІЧИК,2025-05-02,10.0,280
ПРОГРЕС,З ТРАВАМИ,2025-05-02,20.0,1040
ФРАНКА,БІЛИЙ,2025-05-02,9.0,270
ФРАНКА,СІРИЙ,2025-05-02,16.0,512
ФРАНКА,БОРОДІНСЬКИЙ,2025-05-02,23.0,1035
ФРАНКА,ТОСТОВИЙ,2025-05-02,8.0,440
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-05-02,7.0,336
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,10.0,600
ФРАНКА,КЕРПІЧИК,2025-05-02,24.0,672
ФРАНКА,З ТРАВАМИ,2025-05-02,19.0,988
ЦЕНТРАЛ,БІЛИЙ,2025-05-02,8.0,240
ЦЕНТРАЛ,СІРИЙ,2025-05-02,22.0,704
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-05-02,23.0,1035
ЦЕНТРАЛ,ТОСТОВИЙ,2025-05-02,23.0,1265
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-05-02,23.0,1104
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,23.0,1380
ЦЕНТРАЛ,КЕРПІЧИК,2025-05-02,22.0,616
ЦЕНТРАЛ,З ТРАВАМИ,2025-05-02,19.0,988
ДРУЖБА,БІЛИЙ,2025-05-02,16.0,480
ДРУЖБА,СІРИЙ,2025-05-02,8.0,256
ДРУЖБА,БОРОДІНСЬКИЙ,2025-05-02,21.0,945
ДРУЖБА,ТОСТОВИЙ,2025-05-02,10.0,550
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-05-02,16.0,768
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-02,15.0,900
ДРУЖБА,КЕРПІЧИК,2025-05-02,13.0,364
ДРУЖБА,З ТРАВАМИ,2025-05-02,21.0,1092
АВТОСТАНЦІЯ,БІЛИЙ,2025-05-03,18.0,540
АВТОСТАНЦІЯ,СІРИЙ,2025-05-03,11.0,352
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-05-03,26.0,1170
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-05-03,29.0,1595
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-05-03,16.0,768
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,15.0,900
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-05-03,16.0,448
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-05-03,15.0,780
ГРІНВІЧ,БІЛИЙ,2025-05-03,17.0,510
ГРІНВІЧ,СІРИЙ,2025-05-03,25.0,800
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-05-03,22.0,990
ГРІНВІЧ,ТОСТОВИЙ,2025-05-03,21.0,1155
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-05-03,17.0,816
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,17.0,1020
ГРІНВІЧ,КЕРПІЧИК,2025-05-03,30.0,840
ГРІНВІЧ,З ТРАВАМИ,2025-05-03,19.0,988
ПАЛАНОК,БІЛИЙ,2025-05-03,15.0,450
ПАЛАНОК,СІРИЙ,2025-05-03,30.0,960
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-05-03,26.0,1170
ПАЛАНОК,ТОСТОВИЙ,2025-05-03,25.0,1375
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-05-03,,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,15.0,900
ПАЛАНОК,КЕРПІЧИК,2025-05-03,18.0,504
ПАЛАНОК,З ТРАВАМИ,2025-05-03,23.0,1196
ЧЕРЕМШИНА,БІЛИЙ,2025-05-03,18.0,540
ЧЕРЕМШИНА,СІРИЙ,2025-05-03,30.0,960
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-05-03,27.0,1215
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-05-03,25.0,1375
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-05-03,14.0,672
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,16.0,960
ЧЕРЕМШИНА,КЕРПІЧИК,2025-05-03,26.0,728
ЧЕРЕМШИНА,З ТРАВАМИ,2025-05-03,28.0,1456
ПІДГОРЯНО,БІЛИЙ,2025-05-03,21.0,630
ПІДГОРЯНО,СІРИЙ,2025-05-03,31.0,992
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-05-03,26.0,1170
ПІДГОРЯНО,ТОСТОВИЙ,2025-05-03,14.0,770
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-05-03,24.0,1152
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,24.0,1440
ПІДГОРЯНО,КЕРПІЧИК,2025-05-03,22.0,616
ПІДГОРЯНО,З ТРАВАМИ,2025-05-03,29.0,1508
ЄВРАЗІЯ,БІЛИЙ,2025-05-03,17.0,510
ЄВРАЗІЯ,СІРИЙ,2025-05-03,28.0,896
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-05-03,20.0,900
ЄВРАЗІЯ,ТОСТОВИЙ,2025-05-03,22.0,1210
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-05-03,28.0,1344
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,16.0,960
ЄВРАЗІЯ,КЕРПІЧИК,2025-05-03,26.0,728
ЄВРАЗІЯ,З ТРАВАМИ,2025-05-03,11.0,572
РОСВИГОВО,БІЛИЙ,2025-05-03,17.0,510
РОСВИГОВО,СІРИЙ,2025-05-03,18.0,576
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-05-03,14.0,630
РОСВИГОВО,ТОСТОВИЙ,2025-05-03,25.0,1375
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-05-03,27.0,1296
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,21.0,1260
РОСВИГОВО,КЕРПІЧИК,2025-05-03,18.0,504
РОСВИГОВО,З ТРАВАМИ,2025-05-03,22.0,1144
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-05-03,25.0,750
ЯВОРНИЦЬКОГО,СІРИЙ,2025-05-03,19.0,608
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-05-03,13.0,585
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-05-03,19.0,1045
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-05-03,29.0,1392
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,19.0,1140
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-05-03,16.0,448
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-05-03,23.0,1196
ПРОГРЕС,БІЛИЙ,2025-05-03,15.0,450
ПРОГРЕС,СІРИЙ,2025-05-03,25.0,800
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-05-03,16.0,720
ПРОГРЕС,ТОСТОВИЙ,2025-05-03,8.0,440
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-05-03,22.0,1056
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,16.0,960
ПРОГРЕС,КЕРПІЧИК,2025-05-03,14.0,392
ПРОГРЕС,З ТРАВАМИ,2025-05-03,19.0,988
ФРАНКА,БІЛИЙ,2025-05-03,26.0,780
ФРАНКА,СІРИЙ,2025-05-03,29.0,928
ФРАНКА,БОРОДІНСЬКИЙ,2025-05-03,24.0,1080
ФРАНКА,ТОСТОВИЙ,2025-05-03,17.0,935
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-05-03,22.0,1056
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,23.0,1380
ФРАНКА,КЕРПІЧИК,2025-05-03,19.0,532
ФРАНКА,З ТРАВАМИ,2025-05-03,28.0,1456
ЦЕНТРАЛ,БІЛИЙ,2025-05-03,19.0,570
ЦЕНТРАЛ,СІРИЙ,2025-05-03,32.0,1024
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-05-03,24.0,1080
ЦЕНТРАЛ,ТОСТОВИЙ,2025-05-03,25.0,1375
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-05-03,27.0,1296
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,22.0,1320
ЦЕНТРАЛ,КЕРПІЧИК,2025-05-03,8.0,224
ЦЕНТРАЛ,З ТРАВАМИ,2025-05-03,16.0,832
ДРУЖБА,БІЛИЙ,2025-05-03,16.0,480
ДРУЖБА,СІРИЙ,2025-05-03,28.0,896
ДРУЖБА,БОРОДІНСЬКИЙ,2025-05-03,26.0,1170
ДРУЖБА,ТОСТОВИЙ,2025-05-03,26.0,1430
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-05-03,27.0,1296
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-05-03,24.0,1440
ДРУЖБА,КЕРПІЧИК,2025-05-03,14.0,392
ДРУЖБА,З ТРАВАМИ,2025-05-03,28.0,1456
АВТОСТАНЦІЯ,БІЛИЙ,2025-05-04,14.0,420
АВТОСТАНЦІЯ,СІРИЙ,2025-05-04,20.0,640
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-05-04,26.0,1170
