Магазин,Хліб,Календар,Кількість списання
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-27,1
ПІДГОРЯНО,БІЛИЙ,2025-01-27,2
ПІДГОРЯНО,СІРИЙ,2025-01-27,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-27,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-27,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-27,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,5
ПІДГОРЯНО,КЕРПІЧИК,2025-01-27,0
ПІДГОРЯНО,З ТРАВАМИ,2025-01-27,2
ЄВРАЗІЯ,БІЛИЙ,2025-01-27,3
ЄВРАЗІЯ,СІРИЙ,2025-01-27,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-27,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-27,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-27,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-27,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-27,1
РОСВИГОВО,БІЛИЙ,2025-01-27,1
РОСВИГОВО,СІРИЙ,2025-01-27,2
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-27,1
РОСВИГОВО,ТОСТОВИЙ,2025-01-27,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-27,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,0
РОСВИГОВО,КЕРПІЧИК,2025-01-27,2
РОСВИГОВО,З ТРАВАМИ,2025-01-27,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-27,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-27,1
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-27,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-27,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-27,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-27,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-27,3
ПРОГРЕС,БІЛИЙ,2025-01-27,1
ПРОГРЕС,СІРИЙ,2025-01-27,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-27,0
ПРОГРЕС,ТОСТОВИЙ,2025-01-27,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-27,2
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,0
ПРОГРЕС,КЕРПІЧИК,2025-01-27,2
ПРОГРЕС,З ТРАВАМИ,2025-01-27,6
ФРАНКА,БІЛИЙ,2025-01-27,2
ФРАНКА,СІРИЙ,2025-01-27,1
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-27,3
ФРАНКА,ТОСТОВИЙ,2025-01-27,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-27,0
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,0
ФРАНКА,КЕРПІЧИК,2025-01-27,1
ФРАНКА,З ТРАВАМИ,2025-01-27,1
ЦЕНТРАЛ,БІЛИЙ,2025-01-27,0
ЦЕНТРАЛ,СІРИЙ,2025-01-27,2
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-27,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-27,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-27,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,2
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-27,2
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-27,3
ДРУЖБА,БІЛИЙ,2025-01-27,0
ДРУЖБА,СІРИЙ,2025-01-27,2
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-27,3
ДРУЖБА,ТОСТОВИЙ,2025-01-27,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-27,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-27,2
ДРУЖБА,КЕРПІЧИК,2025-01-27,0
ДРУЖБА,З ТРАВАМИ,2025-01-27,0
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-28,1
АВТОСТАНЦІЯ,СІРИЙ,2025-01-28,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-28,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-28,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-28,2
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-28,1
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-28,6
ГРІНВІЧ,БІЛИЙ,2025-01-28,0
ГРІНВІЧ,СІРИЙ,2025-01-28,3
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-28,2
ГРІНВІЧ,ТОСТОВИЙ,2025-01-28,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-28,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,3
ГРІНВІЧ,КЕРПІЧИК,2025-01-28,1
ГРІНВІЧ,З ТРАВАМИ,2025-01-28,0
ПАЛАНОК,БІЛИЙ,2025-01-28,0
ПАЛАНОК,СІРИЙ,2025-01-28,0
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-28,3
ПАЛАНОК,ТОСТОВИЙ,2025-01-28,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-28,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,4
ПАЛАНОК,КЕРПІЧИК,2025-01-28,0
ПАЛАНОК,З ТРАВАМИ,2025-01-28,0
ЧЕРЕМШИНА,БІЛИЙ,2025-01-28,1
ЧЕРЕМШИНА,СІРИЙ,2025-01-28,1
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-28,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-28,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-28,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-28,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-28,5
ПІДГОРЯНО,БІЛИЙ,2025-01-28,1
ПІДГОРЯНО,СІРИЙ,2025-01-28,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-28,2
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-28,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-28,3
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,1
ПІДГОРЯНО,КЕРПІЧИК,2025-01-28,0
ПІДГОРЯНО,З ТРАВАМИ,2025-01-28,0
ЄВРАЗІЯ,БІЛИЙ,2025-01-28,2
ЄВРАЗІЯ,СІРИЙ,2025-01-28,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-28,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-28,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-28,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,2
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-28,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-28,6
РОСВИГОВО,БІЛИЙ,2025-01-28,3
РОСВИГОВО,СІРИЙ,2025-01-28,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-28,0
РОСВИГОВО,ТОСТОВИЙ,2025-01-28,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-28,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,1
РОСВИГОВО,КЕРПІЧИК,2025-01-28,1
РОСВИГОВО,З ТРАВАМИ,2025-01-28,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-28,2
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-28,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-28,3
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-28,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-28,1
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,5
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-28,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-28,2
ПРОГРЕС,БІЛИЙ,2025-01-28,0
ПРОГРЕС,СІРИЙ,2025-01-28,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-28,0
ПРОГРЕС,ТОСТОВИЙ,2025-01-28,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-28,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,4
ПРОГРЕС,КЕРПІЧИК,2025-01-28,0
ПРОГРЕС,З ТРАВАМИ,2025-01-28,3
ФРАНКА,БІЛИЙ,2025-01-28,0
ФРАНКА,СІРИЙ,2025-01-28,3
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-28,0
ФРАНКА,ТОСТОВИЙ,2025-01-28,2
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-28,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,5
ФРАНКА,КЕРПІЧИК,2025-01-28,0
ФРАНКА,З ТРАВАМИ,2025-01-28,2
ЦЕНТРАЛ,БІЛИЙ,2025-01-28,0
ЦЕНТРАЛ,СІРИЙ,2025-01-28,0
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-28,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-28,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-28,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-28,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-28,2
ДРУЖБА,БІЛИЙ,2025-01-28,0
ДРУЖБА,СІРИЙ,2025-01-28,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-28,1
ДРУЖБА,ТОСТОВИЙ,2025-01-28,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-28,0
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-28,3
ДРУЖБА,КЕРПІЧИК,2025-01-28,2
ДРУЖБА,З ТРАВАМИ,2025-01-28,2
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-29,1
АВТОСТАНЦІЯ,СІРИЙ,2025-01-29,3
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-29,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-29,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-29,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-29,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-29,0
ГРІНВІЧ,БІЛИЙ,2025-01-29,1
ГРІНВІЧ,СІРИЙ,2025-01-29,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-29,2
ГРІНВІЧ,ТОСТОВИЙ,2025-01-29,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-29,1
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,3
ГРІНВІЧ,КЕРПІЧИК,2025-01-29,0
ГРІНВІЧ,З ТРАВАМИ,2025-01-29,0
ПАЛАНОК,БІЛИЙ,2025-01-29,2
ПАЛАНОК,СІРИЙ,2025-01-29,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-29,2
ПАЛАНОК,ТОСТОВИЙ,2025-01-29,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-29,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,5
ПАЛАНОК,КЕРПІЧИК,2025-01-29,0
ПАЛАНОК,З ТРАВАМИ,2025-01-29,2
ЧЕРЕМШИНА,БІЛИЙ,2025-01-29,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-29,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-29,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-29,2
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-29,3
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,6
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-29,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-29,1
ПІДГОРЯНО,БІЛИЙ,2025-01-29,0
ПІДГОРЯНО,СІРИЙ,2025-01-29,2
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-29,2
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-29,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-29,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,1
ПІДГОРЯНО,КЕРПІЧИК,2025-01-29,3
ПІДГОРЯНО,З ТРАВАМИ,2025-01-29,2
ЄВРАЗІЯ,БІЛИЙ,2025-01-29,3
ЄВРАЗІЯ,СІРИЙ,2025-01-29,3
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-29,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-29,3
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-29,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-29,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-29,1
РОСВИГОВО,БІЛИЙ,2025-01-29,1
РОСВИГОВО,СІРИЙ,2025-01-29,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-29,0
РОСВИГОВО,ТОСТОВИЙ,2025-01-29,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-29,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,0
РОСВИГОВО,КЕРПІЧИК,2025-01-29,0
РОСВИГОВО,З ТРАВАМИ,2025-01-29,4
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-29,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-29,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-29,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-29,2
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-29,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,0
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-29,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-29,6
ПРОГРЕС,БІЛИЙ,2025-01-29,3
ПРОГРЕС,СІРИЙ,2025-01-29,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-29,0
ПРОГРЕС,ТОСТОВИЙ,2025-01-29,1
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-29,1
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,2
ПРОГРЕС,КЕРПІЧИК,2025-01-29,0
ПРОГРЕС,З ТРАВАМИ,2025-01-29,5
ФРАНКА,БІЛИЙ,2025-01-29,0
ФРАНКА,СІРИЙ,2025-01-29,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-29,2
ФРАНКА,ТОСТОВИЙ,2025-01-29,2
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-29,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,5
ФРАНКА,КЕРПІЧИК,2025-01-29,1
ФРАНКА,З ТРАВАМИ,2025-01-29,5
ЦЕНТРАЛ,БІЛИЙ,2025-01-29,0
ЦЕНТРАЛ,СІРИЙ,2025-01-29,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-29,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-29,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-29,1
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,2
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-29,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-29,1
ДРУЖБА,БІЛИЙ,2025-01-29,0
ДРУЖБА,СІРИЙ,2025-01-29,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-29,1
ДРУЖБА,ТОСТОВИЙ,2025-01-29,1
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-29,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-29,4
ДРУЖБА,КЕРПІЧИК,2025-01-29,3
ДРУЖБА,З ТРАВАМИ,2025-01-29,3
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-30,0
АВТОСТАНЦІЯ,СІРИЙ,2025-01-30,2
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-30,3
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-30,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-30,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,4
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-30,3
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-30,5
ГРІНВІЧ,БІЛИЙ,2025-01-30,0
ГРІНВІЧ,СІРИЙ,2025-01-30,2
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-30,1
ГРІНВІЧ,ТОСТОВИЙ,2025-01-30,2
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-30,2
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,0
ГРІНВІЧ,КЕРПІЧИК,2025-01-30,0
ГРІНВІЧ,З ТРАВАМИ,2025-01-30,1
ПАЛАНОК,БІЛИЙ,2025-01-30,2
ПАЛАНОК,СІРИЙ,2025-01-30,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-30,2
ПАЛАНОК,ТОСТОВИЙ,2025-01-30,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-30,2
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,3
ПАЛАНОК,КЕРПІЧИК,2025-01-30,1
ПАЛАНОК,З ТРАВАМИ,2025-01-30,2
ЧЕРЕМШИНА,БІЛИЙ,2025-01-30,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-30,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-30,3
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-30,3
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-30,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-30,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-30,0
ПІДГОРЯНО,БІЛИЙ,2025-01-30,0
ПІДГОРЯНО,СІРИЙ,2025-01-30,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-30,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-30,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-30,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,4
ПІДГОРЯНО,КЕРПІЧИК,2025-01-30,0
ПІДГОРЯНО,З ТРАВАМИ,2025-01-30,0
ЄВРАЗІЯ,БІЛИЙ,2025-01-30,1
ЄВРАЗІЯ,СІРИЙ,2025-01-30,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-30,3
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-30,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-30,2
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,4
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-30,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-30,2
РОСВИГОВО,БІЛИЙ,2025-01-30,1
РОСВИГОВО,СІРИЙ,2025-01-30,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-30,2
РОСВИГОВО,ТОСТОВИЙ,2025-01-30,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-30,2
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,4
РОСВИГОВО,КЕРПІЧИК,2025-01-30,0
РОСВИГОВО,З ТРАВАМИ,2025-01-30,5
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-30,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-30,1
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-30,2
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-30,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-30,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-30,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-30,5
ПРОГРЕС,БІЛИЙ,2025-01-30,1
ПРОГРЕС,СІРИЙ,2025-01-30,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-30,0
ПРОГРЕС,ТОСТОВИЙ,2025-01-30,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-30,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,0
ПРОГРЕС,КЕРПІЧИК,2025-01-30,2
ПРОГРЕС,З ТРАВАМИ,2025-01-30,0
ФРАНКА,БІЛИЙ,2025-01-30,0
ФРАНКА,СІРИЙ,2025-01-30,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-30,0
ФРАНКА,ТОСТОВИЙ,2025-01-30,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-30,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,2
ФРАНКА,КЕРПІЧИК,2025-01-30,0
ФРАНКА,З ТРАВАМИ,2025-01-30,1
ЦЕНТРАЛ,БІЛИЙ,2025-01-30,0
ЦЕНТРАЛ,СІРИЙ,2025-01-30,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-30,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-30,2
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-30,1
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,2
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-30,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-30,2
ДРУЖБА,БІЛИЙ,2025-01-30,2
ДРУЖБА,СІРИЙ,2025-01-30,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-30,0
ДРУЖБА,ТОСТОВИЙ,2025-01-30,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-30,3
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-30,2
ДРУЖБА,КЕРПІЧИК,2025-01-30,1
ДРУЖБА,З ТРАВАМИ,2025-01-30,4
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-31,1
АВТОСТАНЦІЯ,СІРИЙ,2025-01-31,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-31,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-31,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-31,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,2
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-31,2
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-31,3
ГРІНВІЧ,БІЛИЙ,2025-01-31,2
ГРІНВІЧ,СІРИЙ,2025-01-31,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-31,0
ГРІНВІЧ,ТОСТОВИЙ,2025-01-31,2
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-31,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,0
ГРІНВІЧ,КЕРПІЧИК,2025-01-31,0
ГРІНВІЧ,З ТРАВАМИ,2025-01-31,0
ПАЛАНОК,БІЛИЙ,2025-01-31,1
ПАЛАНОК,СІРИЙ,2025-01-31,2
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-31,0
ПАЛАНОК,ТОСТОВИЙ,2025-01-31,2
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-31,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,2
ПАЛАНОК,КЕРПІЧИК,2025-01-31,1
ПАЛАНОК,З ТРАВАМИ,2025-01-31,1
ЧЕРЕМШИНА,БІЛИЙ,2025-01-31,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-31,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-31,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-31,2
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-31,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-31,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-31,4
ПІДГОРЯНО,БІЛИЙ,2025-01-31,2
ПІДГОРЯНО,СІРИЙ,2025-01-31,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-31,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-31,2
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-31,1
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,1
ПІДГОРЯНО,КЕРПІЧИК,2025-01-31,1
ПІДГОРЯНО,З ТРАВАМИ,2025-01-31,5
ЄВРАЗІЯ,БІЛИЙ,2025-01-31,2
ЄВРАЗІЯ,СІРИЙ,2025-01-31,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-31,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-31,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-31,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-31,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-31,1
РОСВИГОВО,БІЛИЙ,2025-01-31,2
РОСВИГОВО,СІРИЙ,2025-01-31,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-31,2
РОСВИГОВО,ТОСТОВИЙ,2025-01-31,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-31,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-31,3
